news_id	date	text
40	2019-04-02T11:58:17	Third-year Bachelor of Accountancy (BAC) students  of Polytechnic College has reached out to 44 families affected by the recent floods that hit most parts of the country.BAC students made the donation on Sunday  at Magombo Camp in senior chief Nkanda village in Mulanje district.The donated items included buckets, sugar, washing and bathing soap just to mention a few.Speaking at the event, the patron of the team who is also a lecturer of Law  under faculty of commerce,  George Kaliwo said that it is good for students to play a role in corporate social responsibility by giving a helping hand to the needy in times of difficulties such as disasters.“As students  their responsibility is more wider than contributing to the corporate world when they graduate or being in class all the time but also to take part in giving social and economic contribution to the community including being of help during disasters.‘“I came up with the idea and the students showed an interest. They  picked it up, remember this is our country and serving our communities   means coming to their rescue with a little or more we have in any difficult times ,‘’ said Kaliwo.Hollen Kamanga, was part of the task force team and the  organizer of the whole program complimented the idea and gave it an effort  of bringing the students together despite that they are on holiday .Kamanga appealed to other students from other colleges to borrow a leaf and do whatever they can to help their societies .Senior Group Village Headman Mkanda is one of the beneficiaries  and commended the BAC Poly Students for the relief items.SGVH Mkanda said the items received will improve their livelihood in the camp as they are starting all over again on life after losing their belongings including houses to the floods.Items donated included sugar, salt, plastic buckets, soap and clothes. Sharing is caring!
41	2019-03-21T22:28:36	Head of Catholic Church, Pope Francis, has expressed his grief and closeness to the victims of massive flooding in Malawi, Mozambique and Zimbabwe, callling for “comfort and support" for victims of the disaster.“Great floods have sown grief and devastation in various regions of Mozambique, Zimbabwe and Malawi," he said, addressing thousands of the faithful in Saint Peter’s Square, Rome on Wednesday. “I would like to express my grief and closeness to the affected populations. I entrust the victims and their families to the mercy of God and call on comfort and support for those who have been hit by this calamity", said Pope Francis.The United Nations says that one of the worst storms to hit the region in decades has also unleashed a humanitarian crisis in Malawi, affecting nearly a million people and forcing more than 80,000 from their homes Sharing is caring!
42	2019-03-10T20:27:23	Former ruling People’s Party (PP) has called upon all Malawians to collectively work together in support of the survivors of the floods that have hit most of the Southern Region districts in Malawi and without politicising the matter.The party spokesman Ackson Kalaile Banda said on Sunday  March 10 2019 through a statement made available to Nyasa Times  that the party has learnt with shock reports that about 26 people have lost lives and thousands others have been displaced following devastating damage caused by persistent rainfall and flooding over the past week in most parts of the country.“As a Malawian political organization with millions of members from all over the country, we join all Malawians in mourning and reflecting on lives and property lost knowing fully well that this damage has affected almost every sector of livelihood in societies" said Kalaile.“In view of this calamity, the Peoples Party, through its leader Her Excellency Dr Joyce Banda, is calling upon all Malawians to support already existing efforts to alleviate the suffering of those affected,"  the statement reads.According to Kalaile,  through its offices in all affected districts: “PP membership will mobilize personnel and resources to reach out to the vulnerable communities".“It is our expectation that responsible state agencies will be on top of things to accommodate those planning to help the affected societies without politicizing the exercise" he said.Following the devastating floods, President Peter Mutharika declared Malawi a State of Emergency within the week.Meanwhile, weather experts have warned of more floods in the next coming few days particularly in the central region districts. Sharing is caring!
43	2019-03-21T07:08:26	Conglomerate Press Corporation plc members of staff yesterday (Wednesday) donated K1 million to flood victims through the Rotary Club of Limbe.Presenting the cheque in Blantyre, one of the staff members for PCL, Chikondi Liabunya said staff from the corporate office decided to help after a plea was made from Rotary Club of Limbe.“We thought we should all contribute something to ease the plight of our fellow Malawians who have been affected with the devastating floods. We hope this will make a difference in their lives," said Liabunya.She said staff members decided to direct the donation through Rotary Club of Limbe since it has structures and capacity of reaching out to the flood victims.Rotary Club of Limbe president Eric Chinkanda thanked the gesture by members of staff of PCL for the timely donation.“We would like to thank members of staff for PCL for this timely donation and we want to assure you that this donation will reach the intended beneficiaries and shall give you a report on how we have used this donation," said Chinkanda.The country has experienced a cyclone which claimed 56 lives and has displaced thousands of people especially in the southern region and President Peter Mutharika declared a state of disaster and appealed for support from different organizations and well meaning Malawians. Sharing is caring!
44	2019-04-08T09:32:16	Blantyre-based Emmanuel TV Partners, who are followers of renowned Nigerian prophet T. B Joshua, on Sunday donated assorted items to over 500 people around Traditional Authority (TA) Lundu whose houses collapsed due to heavy rains.The Partners have been the first to come forward in assisting the victims since the incident occurred about a month ago with items such as Maize flour, buckets, blankets, lamps, cups, plates and clothes.One of the Partners, Charity Gondwe said what they did was a manifestation of what Prophet Joshua preaches.‘’He always tells us to love one another and that love should be at the centre of everything we do whether to people we know or not. Above all, he says love should be shown to others and not kept to ourselves and in so doing, we shall win many souls to Christ,’’ she said.Senior Group Village Headman Mkumba said the donation was timely as his subjects had been suffering a lot ever since the tragedy happened.‘’What Emmanuel TV partners have done today is very commendable. Ever since the tragedy happened nobody has come forward to render support to my subjects. But with what they have received today, their lives and souls will be uplifted,’’ he said.Blantyre is among 14 other districts in the country that was affected by natural disasters.In TA Lundu alone, about 2903 households were affected by the disaster with injuries but no deaths were recorded Sharing is caring!
45	2019-01-11T19:15:34	Heavy rains has caused infrastructure damage to some part of Lilongwe.  Bridges at Chipasula, Kawale and Chidzanja have all been damaged as a result of the flooding. Households along the areas have been affected.Minister of Homeland Security Nicholas Dausi on Friday visited the areas that have been affected by flash floods in Lilongwe City.Dausi also donated some relief items to the affected households.He observed that some of the flooding that have occurring within the city are due to human activities along the river banks.Dausi said illegal construction of houses in the city could be one of the contributing factors which is leading to flooding almost on yearly basis.“It sad to note that resident are even constructing their houses close to the river banks where there is a provision by city planning for a distance of 30 metre away from the river where they are supposed to construct their building," the Minister noted.Dausi called on Lilongwe City Council to revisit their plans to ensure that residents are adhering to the recommendedstatues of construction to avoid continued occurrences of such disasters within the city.He pointed out that the Kawale River needs to take a naturalcourse in order to lessen such catastrophe such planning.Dausi suggested that the course of the river needs to be looked into in the near future and LilongweCity Council should ensure that that the flow of the river should follow its natural course.Acting Chief Executive Officer for Lilongwe City Council, Charles Kalemba said the Council is committed to enforce the law before its efforts are been hampered as a results a lot of court injunction which are been served to them.He said that, “ as council we know that residents are not supposed to do any construction activities along the river banks but we being prevented from enforce that standing order to injunction being obtainedfrom courts restrain us from effect such provisions."Kalemba said the Council Disaster committee need to sit down and review their work and see how they could handle such issues in the near future.He said the council has deplored its staff to assess the extent of damage the floods have caused and be able to mobilize relief items to affected households.Two people are reported missing following Thursday afternoon flooding where 176 houses have been affected and 20 houses have collapsed Sharing is caring!
46	2019-03-21T14:14:55	Malawi Red Cross Society (MRCS) has it has a crucial role inpreventing and alleviating human sufferings as it considers being a fundamental right of all people to both offer and receive humanitarian assistance.MRCS District Coordinator for Nsanje, Patricia Gadi said this in an interview Thursday when her organization was distributing K5.9 million worth relief items at Bangula ADMARC camp where over 5,000 people including Mozambicans affected by floods are being accommodated.She said MRCS has a fundamental duty to provide relief to all disaster victims and assistance to those most vulnerable hence giving the much needed support towards those affected by the March flooding. “As MRCS with funding from Danish Red Cross, we thought it wise to assist the people affected by the floods as they are being accommodated in different camps. We decided to at least give something that could be used to keep them going as first responders and we are very sure that it would save some hunger stricken individuals," Gadi explained while advising the floods affected people to share supplies so that every individual can benefit.The District Coordinator said MRCS recognizes that in helping disaster victims to survive, relief programmes must look to the future and ensure that people are not left more vulnerable to the future disasters. Gadi noted that wherever possible, relief programmes should attempt to build upon the capacities of those being assisted, involve them in the management and implementation of the programme and act with a sense of accountability towards the beneficiaries.She was quick to advise the flood victims to observe good hygiene practices in order to avoid outbreak of waterborne diseases such as cholera or diarrhea.“You are at the camp because of the floods in your respective areas and to lose lives due to bad hygiene practices will not be good," the Coordinator said.Bangula ADMARC Camp Manager, Isaac Falakeza praised MRCS for providing them with variety of support including tents, non food items and food items.He explained that people at the camp have different needs which need to be treated differently for the improvement of their lives.“We are very happy that MRCS has managed to come up with support matching the needs of the people who are here at the camp. For instance, we have been provided with food items, tents, sanitary wear for women just to mention but the few," Falakeza said Sharing is caring!
47	2019-04-29T18:42:26	The Russian government has donated assorted relief items to the Government of Malawi to aid people that have been affected by floods in different districts in Malawi.The miscellaneous items which weigh 30 1045 tons include tents, blankets, sugar, cooking oil, rice and canned meat and fish.Minister of Homeland Security, Nicholas Dausi thanked the Russian Federation saying the donation would greatly help the survivors.‘On behalf of every single Malawian, I would like to thank President Vladimir Putin and the Russian Federation as a whole for the help rendered because we have been wanting this kind of help and now that we have these items, people will be relatively relieved.“Concisely put, the donation will help in redesigning and reconstruction of 67 camps across the nation which are accommodating over a million people," he said.He said so far 64 people have lost their lives while 75 others have been injured since the floods started.Furthermore, he gave details on the progress of aiding the survivors saying it is going on well and more will follow to make sure that people have been helped accordingly.“With assistance from America, Germany, Britain and others, we have already started relocating people from flood-prone areas to higher grounds. We have built tents that will offer temporary shelter but at the same time, giving them time to find better places to build new homes," Dausi pointed out.In his remarks, Ambassadorof the Russian Federation to the Republics of Zimbabwe and Malawi, Sergey V. Bakharev expressed his utmost sympathy for the survivors.“On behalf of the Russian Federation, I would like to offer my condolences to those affected by the floods and it is my hope that this donation will ease their situation,"he said.The ambassador added that Russia considers Malawi as a true friend and that the gesture will not only assist the floods survivors but will also help in cementing the relationships between the two countries Sharing is caring!
48	2019-04-05T00:02:00	Malawi national football team head coach Ronny van Geneugden’s (RVG) and  his wife on Wednesday cheered flood survivors especially youths currently staying at Mwalija camp in Chikwawa district. RVG donated assorted nonfood items such as clothes to less privileged girls, football uniforms, boots, as well as balls.Accompanied by Flames team Manager, James Sangala, Geneugden said the donation was made through his Belgium based initiative ‘Support Malawi’.“When I came to Malawi some two years ago, I noticed there were certain challenges the people were going through. Young people needed boots, clothes and football uniforms and I observed that those living in camps required these items too.“So, the consignment this time around was dedicated to the flood survivors currently living in camp so that we can help restore their smiling faces," said RVG.Commenting on the development, Chikwawa District Commissioner, Lusizi Nhlane said RVG’s coming demonstrated solidarity he had with the flood survivors.“We appreciate for the support in sports as these will help the youths currently in the camp do sporting activities. The clothes donated will assist those who lost their clothes in the floods," said Nhlane.Some youthful flood survivors, Innocent Jumbe and Peter Joseph said the support from RVG would greatly help them as they will have a replacement of their lost items.“We hope for improved sporting activities at the same time help us build on a better health. The items donated today will help us restore what we lost when the floods came. We indeed had sporting equipment but we lost them all during the floods," said Jumbe.In Chikwawa, floods affected 15,000 households translating to 58,000 people and the district has so far opened 37 camps for the flood survivors.Meanwhile, Football Association of Malawi (FAM) technical subcommittee will meet this Friday to review RVG)’d performance before making a recommendation to the executive committee following the expiry of the Belgian’S  two-year contract as Malawi coach.Under his tenure, the Flames played 21 games, winning two, losing eight and drawing 11. But he insists that for the first two games, which the Flames drew against Kenya 0-0 before losing 0-1 to Madagascar, he was just an observer.The last time the Flames registered a win under his tutelage was one and a half years ago against Togo’s Hawks Sharing is caring!
49	2019-01-22T20:07:35	About 150 residents of Kawale, Chipasula and Kaliyeka  have received  assorted relief  items courtesy of Sana Cash and  Carry to help them cope with the devastation they suffered last week following flooding of the Kawale-Nchesi  river due to a heavy downpour.The 150, are mainly those who built  houses close to the river which normally wreaks havoc during the rainy season as a large chunk of its bed has houses that were not supposed to be constructed in such dangerous places.The items included plastic pales, cups, sugar, cooking oil, soap as well as flour worthy over K3 million.Speaking in an interview with Nyasa Times after the donation Sana Cash and Carry Human Resources Manager Tennyson Kipandura said they were compelled to assist  because they were touched with the impact of the devastation after  watching images on TV and also following a request from member of parliament for the area Ulemu Msungama.“As a responsible cooperate institution it is part of our social and cooperate responsibility to assist whenever there are accidents such as these. These victims are our customers and we know if they are suffering it is difficult for them to contribute positively to the development of the country," said Kipandura.Kipandura  also disclosed that they will look into the possibility of reconstructing part of the Chipasula Secondary School fence which was damaged by the raging waters.On his part, Msungama said this was not the first time Sana has come to their rescue saying in 2017, the company also availed itself with various assorted items following a similar incident.Msungama disclosed that  he will loby government to find a suitable place for those who built along the river bank so that they can be relocated.“The accidents are becoming a regular phenomenon. There is need to find a lasting solution because we cannot go on like this. Last year we faced a similar problem and this year it is the same story. This is retrogressive because we will be facing the same problem over and over again hence  stagnation," said Msungama.He also hailed management of Sana for the kind gesture saying they are ‘a friend indeed’.Village head Maliro as well as one of the beneficiaries Rose Sikanona also commended Sana for the donation describing it as ‘timely’.“It is by the grace of God that the floods happened in the afternoon but if was during the night many people would have lost their lives," said Maliro.Currently, some victims are seeking refuge in churches while others are being looked after by their relations Sharing is caring!
50	2019-03-17T09:55:39	Construction firm SAWA Group on Friday donated flour and blankets to some of the 20 000 households that were displaced and robbed of their property by floods that hit Phalombe District last week.SAWA Group is a construction and engineering firm involved in supply of steel tanks, solar irrigation systems and borehole sinking among other things.Speaking during presentation of the relief items, the firm’s representative Emmanuel Mwenda said there is need for concerted efforts to alleviate the suffering the affected people are going through.“We have brought 700 bags of maize flour each one weighing 10 kilograms and 700 blankets that will be distributed at a camp to be selected by the district council. “We want to emphasize that this is not enough but if everyone could do something to help these people, I am sure that they would be going back to their places very soon," Mwenda.Assistant Disaster Risk Management Officer for Phalombe Davie Chibani thanked SAWA Group for the donation and promised to ensure that it reaches the most vulnerable flood victims.According to a preliminary report produced by the district council, plastic sheets, food, clothing and chlorine are some of the basic needs that could relieve the people in the camps Sharing is caring!
51	2019-03-10T21:23:14	Following President Peter Mutharika’s declaration of state of disaster in areas affected by heavy rains and subsequent floods, the South African government has responded by donating relief items to the Malawi government.A plane carrying the relief items arrived at Chileka Airport in Blantyre  on  Sunday afternoon.The South African government has sent rescue teams and operational equipment and Mutharika has since hailed the  rainbow nation for the support.“The response will support and enhance Malawi government’s relief operations already deployed on the ground. The President assures all Malawians that we are a resilient nation and we will overcome the present challenges as we manged the 2015/2016 crisis," reads part of the statement signed by Chief Secretary to the Government, Llyold Muhara.The number of people killed in heavy rains and flooding in southern Malawi has risen to 28, Chipiliro Khamula, a spokesman for Malawi’s Department of Disaster Management in the Ministry of Homeland Security, said on Sunday, while the estimated number of people affected has roughly doubled.According to the Department of Disaster Management Affairs (DoDMA), the deaths were recorded in Machinga, Chikwawa, Zomba, Mulanje, Nsanje, Thyolo, Chiradzulu, Phalombe, Blantyre, Neno, Mwanza, Dedza, Balaka and Mangochi.Over 22,000 families are homeless due to the floods and President Mutharika directed the DoDMA to urgently mobilize and coordinate emergency relief services to those affected.The President also directed the Malawi Defence Force (MDF) to quickly move in and assist those trapped and displaced by the floods and the heavy rains.Meanwhile, the Minister of Information and Communications Technology, Henry Mussa, who is also the Parliamentarian for Chiradzulu East, has assured the affected households that government will reach out to them with relief items starting from Monday.Mussa said this when he visited some of the victims in Chiradzulu district where over 3000 households have been affected and some are camping in primary schools.“I have personally come to all those that have been affected by heavy rains that hit the entire southern region. Here in Chiradzulu, 3,019 households families and lost their wares, clothes, food stuff and livestock.“I brought the message of hope and that all is lost. The immediate thing that required by these people is food. They are all crying for food, wares and beddings, so government through the Department of Disaster Management Affairs and other stakeholders will provided the much needed support to them," said Mussa.Senior Chief Kadewere told the Minister that some of the victims are being accommodated at his compound and urged government to move in swiftly with relief food and other basic necessitates.The Minister of Homeland Security Nicholas Dausi equally visited people and places affected by floods in Chiradzulu, Chikwawa, Mulanje and Zomba Sharing is caring!
52	2019-01-28T19:13:53	About 150 households have been rendered homeless after stormy winds damaged their houses on Saturday in Kanyenda Village in Traditional Authority Kalumo’s area in Ntchisi District.Two people sustained injuries after roofs of their houses fell on them and were treated at Ntchisi District Hospital, according to the area’s Village Civil Protection Committee Secretary, Olipa Moses who explained that the stormy winds started around 5 pm on Saturday.She identified the two as Thauzeni Chinthu and Zione Sochi, both from Kanyenda Village.Meanwhile, eight teachers’ houses at Kanyenda Primary School as well as a classroom block and one teacher’s house at Kanyenda Community Day Secondary School (CDSS) have also been damaged.The teachers are now staying in classrooms at the school, a development which will negatively affect lessons as well as performance of the learners at the school, according to Ntchisi District Education Manager (DEM), Votie Mboweni.“This will obviously affect lessons at the school as the teachers have been psychologically and physically affected since their property as well as teaching and learning materials have been damaged and classrooms have been turned into houses," said Mboweni.The DEM also said some learners at Kanyenda CDSS have been sent home as the classroom block which has been damaged was being used as a hostel.He said his office has advised the school management to make use of the School Improvement Grant (SIG) to repair the houses as soon as possible.“We are also mobilizing the community members to assist in repairing the houses so that classes return to normal at the institution," said Mboweni who added the Central East Education Division Office has also been informed for assistance at the CDSS.Ntchisi District Council Director of Administration, Andrew Lihoma who led a team of people from the council as well as nongovernmental organisations working in the district to assess the extent of damage, said a report would be compiled and submitted to the Department of Disaster and Management Affairs (DoDMA) as well as other nongovernmental organisations for assistance Sharing is caring!
53	2019-03-23T12:39:09	Just as the old adage says the United Republic of Tanzania has shown it is a friend in need is a friend indeed by donating 200 metric tons of maize and a truck load of medical supplies on Friday to the people that have been affected by natural disaster caused by heavy rains in the southern part of Malawi.Speaking during official hand over of the items at Karonga Admarc, the Tanzanian High Commissioner to Malawi, Benedicto Martin Mashiba said his government responded quickly with relief food items and medical supplies following the declaration the Malawi President Peter Mutharika made on March 10 that the Southern Region, which was the worse hit, is a State of Emergency following continuous heavy rains that have destroyed peoples’ property and loss of 59 lives.“Tanzania and Malawi are good neighbours and also close trading partners. We enjoy great bilateral relations, so when His Excellency John Pombe Magufuli heard about this tragic event, he felt the urgency to act and assist its neighbor in this difficult time.“That is why we came in to offer these relief items to cushion our brothers and sisters who have been greatly affected by these floods," Mashiba said.“Deputy director in the Department of Disaster Management Affairs (DoDMA), Levi Manda commended Tanzania for its quick response which will go a long way in assisting the victims of the floods which have affected over 13 districts and devastated more than 400,000 households.“This humanitarian donation is a clear manifestation of the strong and cordial relations that exist between the two countries which share a lot in common," Manda said.On his part, Paramount Chief Kyungu of Karonga District advised relevant authorities not to sell the donated maize and medical supplies but rather take them to the affected people Sharing is caring!
54	2019-03-25T15:24:19	Malawi’s integrated mobile network and ICT services provider, TNM Plc in partnership with Malawi Red Cross, on Saturday presented relief items to the people affected with floods in Phalombe.The items are part of the K8.7 million the telco donated through RC for the three districts hardest hit by the floods. These are Phalombe, Chikwawa and Nsanje.Speaking during the distribution exercise TNM’s acting Chief Executive Officer, Eric Valentine said the exercise reaffirms TNM’s commitment to stand with government in helping the affected people.“Following the devastating floods, victims are in desperate need of shelter, energy food, medicines and basic sanitation.  Clearly, the challenge before all of us in enormous, and we at TNM pledge to stand by government, relief agencies and other humanitarian agencies to help those affected and in pain," said Valentine.Valentine said TNM will continue working with humanitarian agencies in responding to the natural disasters.“TNM will continue to monitor weather patterns in collaboration with key stakeholders to come up with measures aimed at mitigating the impact of any subsequent flooding and or severe weather conditions. We therefore pledge to continue collaborating with agencies like Malawi Red Cross in our response," he said.Valentine said TNM is working with Red Cross because of the charity’s vast experience in managing resources meant for disasters including the working relationship that TNM has from previous relief activities.The Preparedness and Mitigation Specialist from Malawi Red Cross Society, Roster Kufandiko thanked TNM for always responding to emergencies since 2015.“We have received donation of food items from TNM totalling to K8.7 million which will be distributed to affected people in Phalombe, Chikwawa and Nsanje. We are pleased that TNM has decided to work with us in any emergency response since 2015 because Red Cross know where the people are and their needs," said Kufandiko.Kufandiko said that this year apart from giving relief items, Red Cross is sensitizing people on good building practices.“Many houses were not washed away but collapsed therefore, Red Cross is working with ministry of lands to come up with guidelines that will help to people construct good standard houses," he said.According to the Department of Disaster Management Affairs (DODMA) in the Ministry of Homeland Security, this year, floods have affected 172 151 households Sharing is caring!
55	2019-03-16T09:14:53	Malawi’s integrated mobile network and ICT services provider TNM Plc, has announced the donation of K8.7 million relief items to Malawi Red Cross Society to assist with relief efforts for victims of floods that hit the country.Speaking during the handover ceremony TNM’s Head of Marketing, Sobhuza Ngwenya said the donation underscores TNM’s commitment to respond to the State of Disaster and ease the pain and suffering of the affected communities.“Following the declaration of State of Disaster in the 14 districts affected by heavy rains and flooding, amidst the likelihood of continued heavy rains as forecast by Weather experts, we at TNM felt obliged to play our part in contributing to the relief efforts," he said.The relief pack comprises a pack of 20 kg maize flour, 4.5 Kg soya pieces, a bucket, plates, 2 litre cooking oil and 2 kg salt to 500 families (about 2,000 people). The telecom provider has also donated airtime to Malawi Red Cross Society staff to ease communication during the disaster response efforts. The food items shall be distributed to flood victims in 3 districts of Nsanje, Chikwawa and Phalombe.Ngwenya said TNM decided to channel the funds through Red Cross because of the charity’s vast experience in managing resources meant for disasters including the previous working relationship that TNM has from previous relief activities.“TNM decided to channel the funds through Malawi Red Cross Society as they are working directly on the ground where the impact is.  The Red Cross is one of the world’s largest humanitarian organisations, and TNM Plc is confident that our contribution will be put to good use as has been the case in the recent past when we worked with them to respond to similar disasters before," he added.The Marketing Head also expressed TNM’s heartfelt condolences to families who had lost their loved one in the recent disasters, and wished those injured quick recovery and those displaced a quick rehabilitation.“TNM as a Malawian company is greatly touched by the disaster and the plight of the victims. We mourn with the bereaved families and pledge to continue collaborating with agencies like Malawi Red Cross in our response," he said.Malawi Red Cross Society Director of Programmes and Development, Prisca Chisala expressed gratitude to TNM for the kind gesture.“Let me thank TNM for the timely donation towards the flood victims in the country this will go a long way. Since 2015 TNM has always been with us in times of our great needs. In addition, the company has given us airtime which will ease communication with our staff and volunteers working in different districts," said Chisala.Chisala called on other institutions to emulate what TNM has done because the needs of the victims are numerous.According to the Department of Disaster Management Affairs (DODMA) in the Ministry of Homeland Security, the death toll from the floods reached 56 this week but assessments were still going on as Malawi also braced up for more heavy rains and wind from Mozambique brought by Cyclone Idai Sharing is caring!
56	2019-04-23T06:38:55	Tobacco Processors Association (TPA), a grouping of four tobacco buying companies in the country has donated relief items worth K43 million which will help people affected by floods on Chisi Island in Zomba.TPA which consists of Limbe Leaf Tobacco Company Limited,(Limbe Leaf), Japan Tobacco International (JTI, Alliance One  and Premium Tobacco and a United Kingdom based Imperial Tobacco, made the donation to the Department of Disaster and Management Affairs (Dodma) at the Zomba Airwing Base on Thursday.Company Secretary for TPA Febbie Chikungwa said the association was saddened when they heard about the loss of life and the destruction of property as a result of a tropical cyclone Idai which hits some districts especially in the southern region early March.“As an association, we pulled our resources together and we raised K44 million. We used K43 million to buy the relief items and the remainder on logistics on getting the items to the flood victims especially those who are on Chisi Island," said Chikungwa.“Nobody prepares for a disaster. Those affected by this disaster lost almost all their property and that is why we felt we should help so that they have basic needs as they start rebuilding their lives," added Chikungwa.Receiving the donation, Minister of Homeland Security Nicholas Dausi thanked TPA for the donation saying it would not have come at a better time.“We are thankful to the Tobacco Processors Association for this donation. It is a huge donation and it is coming at a time when people affected by the floods are starting to rebuild their lives again after the floods. We ask other companies to emulate a good example set by Tobacco processors Association," said Dausi.He indicated that the relief items which included food and non-food items namely rice, maize floor, kapenta, beans, likuni phala, milk, cooking oil, blankets, plastic sheets, kitchen utensils and mosquito nets would be airlifted to Chisi Island by Malawi army helicopters.After the presentation ceremony at the Zomba Airwing Base, officials from TPA, Dodma and journalists flew to the Chisi Island to appreciate how the flood victims were fairing on the ground Sharing is caring!
57	2019-03-21T21:28:53	The United Kingdom’s (UK) Department for International Development (DfID) has announced that it is providing £3.4 million to provide immediate life-saving aid to victims of recent floods in Malawi.A statement issued Thursday by DfID states that it will provide emergency shelter, food, clean water and sanitation facilities, and health support.DFID support responding to this crisis is in addition to existing large scale resilience- building programming which is providing cash transfers so that 140,000 people can feed themselves until the end of March.According to the statement, the UK is channelling support through the World Food Programme, UNICEF and the Red Cross, targeting the most affected areas of Phalombe, Nsanje and Chikwawa.The statement quotes DfID Head in Malawi  David Beer as having said: “The floods and devastation linked to the recent Cyclone Idai weather system have had a shocking impact on the region, including on southern Malawi. The UK is absolutely committed to supporting Malawians who have been affected.“The £3.4 million of funding for immediate food, shelter, health and water and sanitation needs will help Malawians deal with the immediate impact."UK aid will: provide 65,000 people with emergency shelter, and support camps hosting people displaced from their homes; support 150,000 people with immediate food assistance for two months; provide 250,000 people with water, sanitation and hygiene support; and help 130,000 people access health services.The support is in response to President Mutharika’s declaration of a State of Disaster due to heavy rains and flooding that affected some parts of the Southern and Central regions, affecting over 90 000 households and rendering over 15 000 people homeless.At least 13 districts have been impacted by the flooding, including Chikwawa, Machinga, Mulanje, Nsanje, Phalombe and Zomba Sharing is caring!
58	2019-03-19T10:49:43	British government  has announced that the Department for International Development (DFID) will allocate support to the flood response in Malawi, including by providing health support, as well as support immediate food needs.The aid which is up to £6 million will also support victims of deadly cyclone Idai in Mozambique and Zimbabwe, International Development Secretary Penny Mordaunt announced Monday.The UN estimate that 900 000 people are affected in Malawi and 600 000 in Mozambique.In Malawi, UK support will help the World Food Programme provide cash transfers so that 140 000 people can feed themselves until the end of March.“I have made £6 million of UK aid available to help meet the immediate needs of people who have lost everything," Mordaunt said.“We stand ready to scale up our support if needed. The images of loss and devastation following this deadly cyclone and extreme weather are shocking."UK International Development Secretary said  people of  Malawi, Mozambique  and Zimbabwe should know that  “they are firmly in our thoughts at this difficult time, and that the UK stands by their side. “In addition to the new support, DFID already provides core funding to international aid organizations on the ground, including UN agencies and the Red Cross movement, which are providing emergency humanitarian relief as part of the international response in the region Sharing is caring!
59	2019-04-08T09:27:41	United Kingdom (UK)-based Shelter Box in partnership with Habitat for Humanity in Malawi have donated 72 tonnes shelter kits and kitchen utensils to the Malawi Government to enable it respond to the needs of households who were affected by floods.The K223 million donation, comprising shelter kits, kitchen sets and other valuables, is expected to benefit 2000 households in Chikwawa and Mulanje districts.Shelter Box is a United Kingdom based charity that provides emergency shelter and other household items to people made homeless through man-made or natural disasters.The charity has a global agreement with Habitat for Humanity International, a partnership which ensures that the two organisations quickly respond to disasters and collaborate in efforts to rescue affected people.And speaking after presenting the items to the Minister of Homeland Security, Nicholas Dausi, Shelter Box volunteer, Elizabeth Odell, disclosed that her organisation mobilised the resources from people of goodwill around the world, including Rotarians.“We are committed to seeing Malawians quickly recover from the disaster and we are starting the distribution of these items this week," said Odell.In his remarks, the National Director for Habitat for Humanity Malawi, Kelvin Kalonga, said it is in the spirit of this partnership that the equipment and materials have come in the country to help flood victims build shelters that would provide safety to their families as they plan to rebuild their homes.“We will help the government in various interventions aimed at bailing out the flood victims from response to recovery," Kalonga assured.Dausi said the devastating hailstorms and floods have claimed 60 lives plus livestock, damaged property and a huge hectarage of farmland.At least, 868, 895 people have been affected, according to the minister.“The life of the affected people especially those still living in the camps is not desirable at all. Shelters made out of these materials should make people move out of these places soon so that they begin a new lease of life," said Dausi.Meanwhile, the Habitat for Humanity in Malawi has disclosed that each of the targeted 2000 households in Chikwawa and Mulanje will receive one shelter kit, one kitchen set, two blankets, two sleeping mats, two mosquito nets, two solar lights, two jerry cans and one water purifier Sharing is caring!
60	2019-04-27T01:00:35	United Nation High Commission for Refugees (UNHCR) has advised the Malawi government to consider acquiring land which they can use to relocate perennial flood victims in the lower shire to move up land.The people in the camps cannot be here forever. They need to go back to their places of origin and resume their lives. Their needs are immense hence the need for all stakeholders to put their actions together. Don’t forget that after emergency, we need to go for recovery and development," said Tapsoba in Nsanje.He said after talking to some of the survivors, indications were that most of them want to return to their homes but the challenge has been the startup package.“They are looking for shelter and UNHCR has provided them short term tents that can last for a year. “They however, need a permanent solution to build their houses that can withstand future occurrences," he said.Commenting on the presence of Mozambicans who crossed the borders into Malawi after cyclone Idai had hit, Tapsoba who is also one of United Nations senior officials, hailed the Malawi government for welcoming and accommodating them in camps.He said the relief items being provided by the UNHCR are also being extended to the Mozambicans. Sharing is caring!
